COLUMN4,COLUMN5,COLUMN6,COLUMN7,COLUMN8,COLUMN9,COLUMN1,COLUMN2,COLUMN3
.8335,.377,.1925,.235,8,3,.595,.46,.15
.9175,.38,.2225,.29,8,3,.6,.48,.17
.8025,.379,.2265,.22,9,3,.605,.47,.145
.9225,.436,.19,.26,9,3,.61,.465,.125
1.154,.4935,.256,.315,12,3,.62,.485,.18
1.066,.446,.246,.305,11,3,.62,.49,.16
.8565,.3595,.16,.295,9,3,.62,.47,.14
.924,.358,.2265,.2965,10,3,.62,.45,.135
1.1955,.643,.2055,.3145,12,3,.625,.47,.155
1.044,.438,.2865,.278,9,3,.625,.485,.15
1.489,.715,.3445,.3615,13,3,.635,.5,.165
.2315,.096,.057,.0705,5,3,.275,.175,.09
.394,.166,.091,.1125,6,3,.375,.245,.1
.5965,.259,.139,.1645,8,3,.435,.3,.12
.422,.229,.0865,.1,6,3,.455,.335,.105
.82,.4005,.1715,.211,8,3,.455,.325,.135
.434,.207,.0855,.1215,8,3,.455,.345,.11
.7615,.362,.1535,.209,10,3,.465,.325,.14
.5205,.195,.123,.182,8,3,.485,.365,.105
.869,.3085,.185,.319,9,3,.485,.345,.16
1.0835,.4955,.2295,.304,8,3,.535,.385,.18
.8935,.4235,.2195,.228,8,3,.545,.42,.165
.8145,.403,.1715,.213,10,3,.575,.45,.13
.8915,.3975,.2035,.253,8,3,.585,.45,.15
.027,.0105,.0055,.009,5,3,.185,.135,.04
.0555,.0235,.013,.018,4,3,.24,.18,.055
.1275,.0565,.0275,.036,7,3,.31,.215,.075
.1885,.0815,.0335,.06,6,3,.34,.26,.085
.2,.09,.042,.06,7,3,.35,.265,.08
.197,.0815,.0325,.065,6,3,.365,.27,.085
.223,.098,.0375,.075,7,3,.365,.275,.085
.2215,.095,.0445,.07,6,3,.365,.27,.075
.2665,.1185,.0525,.081,8,3,.39,.31,.105
.269,.103,.067,.11,6,3,.405,.3,.09
.2805,.114,.0345,.11,7,3,.41,.315,.095
.3305,.1405,.064,.105,7,3,.41,.335,.105
.2815,.1245,.0615,.085,6,3,.415,.31,.09
.2805,.114,.0565,.0975,6,3,.415,.31,.1
.311,.1125,.0625,.115,8,3,.415,.31,.095
.368,.1675,.0625,.1135,11,3,.42,.325,.1
.3405,.1395,.0665,.12,8,3,.43,.34,.1
.3245,.135,.0785,.098,7,3,.435,.335,.1
.38,.1515,.0945,.11,7,3,.435,.33,.11
.335,.156,.0555,.105,8,3,.435,.33,.105
.3215,.13,.056,.1185,7,3,.435,.345,.12
.358,.1525,.067,.1185,8,3,.445,.33,.11
.445,.1635,.096,.166,7,3,.465,.37,.11
.487,.196,.099,.135,8,3,.47,.375,.12
.4535,.203,.08,.1465,9,3,.475,.34,.105
.568,.2505,.178,.154,7,3,.485,.385,.13
.5155,.2465,.1025,.147,8,3,.485,.36,.12
.457,.1885,.0965,.15,9,3,.485,.37,.115
.5095,.2065,.1165,.165,8,3,.495,.38,.135
.5,.205,.148,.1505,8,3,.495,.38,.145
.494,.181,.0975,.191,8,3,.495,.375,.14
.5605,.28,.106,.15,9,3,.5,.38,.11
.599,.2245,.1175,.225,11,3,.505,.405,.13
.7045,.334,.1425,.207,8,3,.505,.4,.145
.7125,.285,.152,.245,10,3,.515,.415,.135
.6725,.2555,.1335,.235,10,3,.515,.42,.15
.5185,.2165,.0915,.184,8,3,.52,.41,.11
.6375,.308,.1335,.168,9,3,.52,.415,.14
.5805,.2445,.146,.165,9,3,.52,.395,.125
.6645,.3285,.17,.1425,7,3,.52,.38,.115
.581,.2555,.156,.143,10,3,.52,.385,.115
.596,.2805,.12,.1695,9,3,.525,.415,.12
.6965,.3045,.1535,.21,8,3,.525,.405,.145
.6095,.248,.159,.175,9,3,.525,.4,.145
.677,.298,.0965,.23,8,3,.53,.43,.14
.7245,.321,.1275,.24,9,3,.53,.43,.16
.575,.247,.115,.183,9,3,.53,.395,.13
.632,.2715,.148,.1875,9,3,.53,.405,.12
1.0015,.53,.1765,.244,9,3,.535,.455,.14
.6555,.2705,.155,.192,9,3,.54,.395,.135
.6255,.2525,.158,.19,8,3,.54,.39,.125
.8145,.305,.231,.244,10,3,.545,.425,.14
.687,.2615,.1405,.25,9,3,.545,.43,.14
.7995,.295,.1905,.238,10,3,.55,.435,.14
.804,.3375,.1405,.23,6,3,.55,.45,.13
.738,.304,.1755,.22,9,3,.555,.45,.175
.832,.3455,.179,.279,9,3,.56,.445,.165
.8445,.3975,.158,.255,9,3,.565,.435,.145
.8715,.3755,.215,.25,10,3,.565,.46,.155
.8715,.45,.162,.225,10,3,.575,.45,.135
.8245,.3375,.2115,.239,11,3,.575,.45,.135
.7905,.3525,.1645,.242,10,3,.58,.44,.145
1.071,.482,.1935,.352,10,3,.605,.49,.165
1.1,.488,.2505,.2925,10,3,.64,.49,.135
1.238,.5495,.296,.3305,10,3,.65,.52,.15
.029,.0125,.0065,.008,4,3,.135,.13,.04
.0195,.0075,.005,.006,4,3,.16,.11,.025
.0465,.017,.012,.015,5,3,.21,.15,.055
.1195,.053,.0265,.03,6,3,.28,.21,.075
.0895,.036,.0185,.03,7,3,.28,.2,.065
.0935,.031,.023,.03,6,3,.285,.215,.06
.1115,.048,.0205,.03,5,3,.29,.21,.07
.1195,.056,.0235,.03,6,3,.29,.21,.06
.097,.0375,.022,.03,6,3,.29,.21,.065
.133,.0585,.0255,.041,6,3,.32,.24,.07
.1745,.0875,.0355,.04,7,3,.325,.25,.07
.1695,.0695,.044,.0495,6,3,.335,.25,.08
.17,.0725,.0465,.0495,7,3,.35,.235,.08
.1605,.0715,.0335,.046,6,3,.35,.25,.07
.271,.1425,.0525,.0735,9,3,.355,.27,.105
.2185,.1065,.038,.062,6,3,.36,.27,.085
.196,.0905,.034,.053,7,3,.36,.27,.085
.226,.105,.047,.065,6,3,.375,.28,.08
.22,.109,.05,.0605,7,3,.375,.275,.085
.3,.158,.068,.078,7,3,.395,.29,.095
.2875,.128,.063,.0805,7,3,.405,.25,.09
.316,.1385,.0795,.0925,8,3,.415,.325,.11
.3675,.1865,.0675,.0985,7,3,.425,.315,.095
.3675,.1675,.102,.105,8,3,.43,.32,.11
.346,.159,.084,.095,7,3,.435,.325,.12
.4675,.2125,.099,.1375,7,3,.46,.35,.11
.441,.167,.0865,.145,10,3,.47,.375,.105
.5185,.268,.1095,.1365,8,3,.475,.365,.12
.6855,.2875,.154,.2035,9,3,.51,.455,.135
.086,.04,.0185,.025,5,3,.255,.19,.06
.1065,.0475,.0225,.0285,5,3,.27,.195,.065
.132,.072,.022,.033,5,3,.28,.215,.08
.1075,.051,.0225,.027,6,3,.285,.215,.07
.1745,.072,.033,.057,8,3,.32,.255,.085
.152,.0565,.0305,.054,8,3,.325,.24,.07
.2755,.1305,.061,.0725,8,3,.385,.28,.1
.293,.14,.062,.082,7,3,.395,.295,.1
.312,.138,.06,.087,8,3,.405,.31,.09
.336,.165,.076,.0805,7,3,.415,.305,.12
.355,.1895,.065,.087,6,3,.42,.315,.115
.379,.162,.091,.11,9,3,.44,.305,.115
.378,.152,.0825,.12,8,3,.445,.32,.12
.4325,.2005,.074,.1275,9,3,.465,.355,.09
.5465,.2735,.0995,.158,8,3,.48,.35,.135
.538,.271,.1035,.139,8,3,.49,.37,.11
.668,.2925,.137,.209,11,3,.55,.42,.115
.2825,.114,.0575,.095,7,3,.405,.305,.09
.25,.1025,.0505,.085,10,3,.37,.29,.1
.315,.124,.082,.095,9,3,.41,.31,.11
.046,.0165,.012,.0135,6,3,.205,.14,.05
.0705,.025,.014,.021,5,3,.24,.175,.055
.0665,.031,.0135,.017,3,3,.24,.175,.065
.083,.0295,.0215,.027,6,3,.255,.19,.05
.083,.031,.0215,.02,4,3,.255,.18,.055
.092,.0345,.025,.0245,6,3,.265,.195,.06
.117,.0455,.029,.0345,4,3,.28,.12,.075
.1625,.065,.05,.0385,5,3,.295,.23,.08
.131,.05,.0265,.043,4,3,.3,.235,.08
.1385,.056,.0365,.037,6,3,.3,.23,.095
.141,.062,.031,.037,5,3,.305,.22,.07
.1485,.0585,.0375,.0425,6,3,.315,.235,.075
.144,.053,.0305,.04,8,3,.315,.23,.07
.1575,.07,.0265,.0425,5,3,.32,.24,.09
.187,.0825,.0445,.05,6,3,.325,.24,.075
.196,.0775,.0305,.0445,6,3,.33,.265,.085
.1825,.0705,.044,.055,7,3,.335,.25,.075
.186,.0945,.038,.0445,7,3,.335,.25,.075
.1785,.0665,.0455,.045,5,3,.34,.25,.075
.2225,.104,.0425,.055,7,3,.34,.25,.07
.2455,.111,.0535,.065,7,3,.345,.265,.1
.249,.1045,.058,.067,6,3,.37,.29,.095
.2865,.1505,.069,.0795,7,3,.37,.28,.095
.215,.084,.06,.055,6,3,.375,.28,.09
.251,.124,.037,.07,6,3,.385,.265,.08
.339,.155,.0695,.09,7,3,.41,.31,.09
.3535,.157,.0745,.1,7,3,.41,.305,.09
.3335,.1635,.061,.091,6,3,.41,.31,.09
.3595,.17,.081,.09,6,3,.415,.33,.09
.376,.169,.092,.1,5,3,.42,.32,.115
.3435,.157,.0795,.09,6,3,.42,.315,.1
.382,.164,.096,.1,6,3,.425,.34,.1
.377,.1645,.072,.105,6,3,.425,.315,.1
.3645,.1575,.0825,.105,7,3,.43,.325,.1
.425,.217,.087,.095,7,3,.43,.325,.09
.3995,.1815,.061,.1125,8,3,.435,.325,.12
.3925,.1825,.078,.1145,6,3,.435,.34,.115
.4495,.209,.0835,.134,6,3,.44,.345,.13
.35,.148,.067,.105,7,3,.44,.325,.09
.4195,.1695,.0945,.1195,7,3,.445,.35,.13
.478,.191,.127,.137,7,3,.45,.36,.13
.4445,.197,.093,.1335,8,3,.45,.355,.105
.47,.2355,.0855,.1135,7,3,.45,.345,.11
.447,.2335,.153,.119,7,3,.45,.335,.105
.5325,.225,.126,.1465,7,3,.455,.355,.125
.497,.2355,.1055,.1295,6,3,.455,.375,.12
.4635,.2325,.093,.115,7,3,.46,.36,.1
.449,.196,.0945,.1265,7,3,.46,.345,.105
.467,.2315,.0925,.113,7,3,.465,.365,.115
.534,.261,.098,.143,7,3,.465,.37,.115
.4415,.1755,.0905,.12,7,3,.465,.345,.11
.56,.2835,.103,.135,8,3,.5,.385,.12
.685,.362,.131,.156,8,3,.505,.39,.15
.601,.25,.1205,.185,8,3,.505,.355,.125
.5785,.238,.1225,.175,7,3,.51,.375,.1
.769,.3655,.1585,.18,7,3,.51,.405,.135
.029,.012,.0075,.0095,4,3,.185,.13,.045
.0375,.018,.006,.011,3,3,.195,.15,.045
.0325,.0135,.005,.0095,4,3,.195,.135,.04
.0435,.0155,.009,.007,4,3,.2,.155,.04
.059,.027,.0125,.015,4,3,.225,.165,.055
.071,.03,.013,.0215,4,3,.245,.18,.065
1.6935,.6025,.4005,.42,15,3,.66,.525,.18
.97,.4285,.22,.264,17,3,.54,.435,.145
.515,.175,.098,.212,13,3,.495,.38,.145
.51,.1615,.073,.198,14,3,.47,.4,.16
.683,.3265,.1615,.165,13,3,.49,.385,.115
.468,.1665,.108,.17,10,3,.47,.375,.105
.4075,.1365,.0645,.18,11,3,.445,.345,.13
.4545,.171,.118,.158,8,3,.475,.365,.14
.407,.1685,.073,.13,10,3,.435,.34,.11
.3085,.1385,.0735,.085,6,3,.39,.3,.1
.239,.105,.0555,.07,8,3,.375,.285,.1
1.178,.3935,.2165,.315,20,3,.58,.445,.17
.7585,.307,.2075,.19,10,3,.54,.405,.15
.3625,.134,.082,.12,11,3,.44,.31,.115
1.0885,.3685,.187,.375,17,3,.59,.465,.195
1.097,.4215,.264,.335,13,3,.61,.48,.165
1.278,.41,.257,.37,17,3,.61,.46,.17
.522,.17,.0905,.195,16,3,.44,.33,.135
.127,.048,.031,.04,6,3,.31,.235,.09
.0815,.028,.016,.031,5,3,.255,.19,.07
.1,.038,.026,.031,8,3,.295,.21,.08
.0265,.009,.005,.009,5,3,.19,.13,.045
.209,.066,.059,.075,9,3,.35,.265,.11
.1765,.0785,.0405,.05,7,3,.34,.25,.075
.196,.082,.04,.064,8,3,.35,.28,.075
.192,.081,.0465,.053,6,3,.35,.265,.08
.3095,.147,.05,.09,7,3,.39,.315,.09
.313,.131,.072,.093,7,3,.395,.31,.095
.3595,.167,.083,.0915,6,3,.415,.31,.105
.3855,.192,.0745,.1,7,3,.43,.32,.1
.5785,.25,.106,.184,8,3,.48,.355,.115
.0805,.0345,.0185,.0215,4,3,.25,.18,.065
.111,.0425,.0285,.03,6,3,.28,.21,.065
.152,.065,.0305,.045,6,3,.325,.24,.075
.199,.073,.049,.06,5,3,.35,.265,.095
.219,.097,.0405,.065,6,3,.36,.27,.09
.2155,.0915,.0475,.063,6,3,.365,.27,.105
.2565,.1255,.0645,.0645,6,3,.37,.28,.09
.257,.1045,.062,.075,7,3,.375,.285,.09
.2505,.0945,.0655,.075,6,3,.38,.275,.095
.279,.134,.049,.075,8,3,.395,.3,.09
.378,.188,.0785,.09,6,3,.43,.335,.105
.456,.21,.0955,.131,8,3,.44,.35,.125
.5055,.234,.11,.14,7,3,.465,.37,.1
.513,.219,.1075,.13,7,3,.485,.37,.1
.578,.2545,.1305,.1645,8,3,.495,.4,.145
.596,.3015,.104,.151,8,3,.5,.385,.11
.021,.0075,.0045,.014,3,3,.165,.12,.05
.0455,.02,.0065,.013,4,3,.21,.15,.055
.2435,.122,.0525,.06,6,3,.355,.265,.085
.2675,.116,.0585,.0765,6,3,.4,.315,.085
.258,.104,.059,.0815,7,3,.4,.29,.1
.2985,.1375,.071,.075,6,3,.4,.3,.11
.411,.2025,.0945,.1,7,3,.435,.335,.11
.38,.197,.079,.09,7,3,.44,.33,.11
.4385,.21,.0925,.12,8,3,.45,.34,.105
.4015,.242,.0345,.109,6,3,.465,.345,.105
.4485,.156,.102,.123,7,3,.47,.355,.145
.4155,.167,.084,.139,7,3,.47,.355,.115
.7095,.35,.1505,.1845,8,3,.475,.42,.16
.637,.38,.1335,.128,7,3,.485,.37,.115
.599,.3065,.1155,.1485,8,3,.51,.405,.13
.5345,.2375,.122,.1535,8,3,.52,.38,.13
.4475,.221,.112,.125,7,3,.435,.345,.12
.347,.1605,.0785,.1,9,3,.405,.315,.105
.352,.1635,.089,.1,9,3,.42,.33,.1
.18,.068,.036,.06,6,3,.33,.265,.09
.185,.08,.0435,.065,6,3,.325,.27,.1
.179,.076,.0525,.055,6,3,.34,.26,.09
.385,.167,.08,.125,7,3,.415,.325,.1
.585,.2755,.1235,.165,8,3,.495,.385,.125
.137,.0545,.0315,.04,8,3,.315,.24,.07
.2875,.1145,.0635,.095,10,3,.4,.31,.1
.306,.111,.0735,.095,8,3,.395,.325,.105
.5825,.2315,.121,.255,15,3,.48,.39,.145
.3435,.1515,.0795,.115,9,3,.42,.345,.115
.1455,.0605,.0315,.045,7,3,.31,.24,.09
.075,.028,.018,.025,6,3,.255,.185,.07
.0235,.009,.0055,.008,6,3,.17,.125,.055
.9445,.3545,.2175,.3,12,3,.56,.44,.17
.354,.1625,.064,.105,8,3,.42,.325,.115
.383,.1555,.0675,.135,12,3,.435,.335,.11
.6315,.2745,.1415,.1815,12,3,.535,.41,.155
.3285,.1405,.051,.106,12,3,.415,.325,.115
.7365,.3225,.161,.215,11,3,.525,.43,.15
.567,.2315,.1465,.1525,11,3,.47,.35,.135
.6505,.2495,.141,.2215,10,3,.515,.375,.14
.1425,.057,.0335,.043,7,3,.3,.22,.09
1.2395,.55,.273,.38,14,3,.625,.46,.16
1.0385,.4435,.241,.32,14,3,.61,.475,.17
.972,.404,.1845,.35,14,3,.625,.465,.155
1.3315,.5805,.252,.435,17,3,.635,.505,.19
.762,.3795,.161,.19,14,3,.5,.385,.155
.437,.163,.0755,.17,13,3,.445,.33,.1
.435,.159,.105,.14,16,3,.44,.355,.165
.8435,.309,.1905,.3,15,3,.555,.455,.17
1.25,.5265,.283,.315,15,3,.655,.515,.145
1.411,.572,.297,.395,12,3,.625,.43,.175
1.208,.4805,.3045,.33,15,3,.62,.485,.17
.537,.2165,.1085,.1785,9,3,.5,.395,.12
.28,.094,.0785,.0955,9,3,.42,.305,.11
.595,.2105,.142,.26,15,3,.52,.415,.16
.9315,.358,.2145,.26,13,3,.575,.45,.17
.782,.2715,.168,.285,14,3,.565,.435,.155
.525,.1775,.115,.185,11,3,.52,.38,.14
1.319,.5485,.292,.49,16,3,.635,.5,.18
.17,.062,.039,.055,9,3,.335,.24,.095
.096,.036,.0185,.03,6,3,.275,.205,.08
.0995,.0395,.0225,.032,8,3,.325,.2,.08
.092,.0385,.0235,.027,5,3,.275,.2,.065
.0625,.023,.014,.022,6,3,.235,.17,.065
.073,.028,.017,.0225,5,3,.25,.18,.06
.071,.027,.0185,.0225,5,3,.25,.185,.065
.036,.0125,.008,.011,4,3,.2,.145,.05
.1925,.077,.038,.065,8,3,.355,.26,.09
.2865,.115,.0735,.085,8,3,.42,.31,.1
.109,.044,.0265,.033,5,3,.285,.21,.07
.127,.052,.03,.0345,6,3,.3,.23,.075
.2885,.118,.065,.083,6,3,.31,.24,.105
.18,.0745,.04,.0525,6,3,.34,.255,.075
.144,.059,.03,.044,7,3,.375,.3,.075
.4665,.2285,.1065,.114,7,3,.415,.325,.1
.33,.1405,.0705,.095,6,3,.415,.315,.105
.3625,.175,.0835,.093,6,3,.415,.315,.09
.34,.1745,.05,.0945,8,3,.42,.32,.1
.365,.159,.0825,.105,6,3,.425,.31,.105
.5555,.25,.115,.163,8,3,.47,.37,.11
.53,.2505,.0975,.1625,10,3,.475,.365,.12
.6125,.267,.142,.172,7,3,.505,.39,.185
1.786,.6725,.3615,.4065,11,3,.66,.525,.215
.04,.02,.011,.013,4,3,.205,.15,.065
.0565,.024,.013,.016,4,3,.225,.17,.07
.064,.0215,.0135,.02,5,3,.23,.18,.05
.0875,.0345,.022,.0255,4,3,.275,.195,.07
.106,.0415,.0265,.031,5,3,.28,.21,.055
.1315,.066,.024,.03,5,3,.28,.22,.08
.126,.0515,.0275,.035,6,3,.295,.22,.07
.155,.065,.037,.0365,6,3,.31,.225,.075
.149,.058,.0325,.047,7,3,.315,.235,.07
.185,.0625,.0395,.07,7,3,.34,.265,.07
.2545,.108,.0565,.07,6,3,.37,.29,.08
.237,.115,.0405,.07,6,3,.38,.285,.085
.279,.1155,.059,.08,7,3,.39,.295,.1
.3205,.1575,.066,.088,6,3,.405,.31,.065
.3335,.1445,.0715,.095,7,3,.415,.325,.1
.3885,.175,.0835,.111,7,3,.44,.335,.11
.545,.269,.111,.1305,6,3,.44,.345,.115
.4165,.185,.0865,.11,6,3,.44,.325,.1
.495,.231,.11,.125,7,3,.44,.355,.12
.4775,.2235,.089,.118,6,3,.45,.35,.125
.468,.2005,.1065,.1325,8,3,.45,.35,.12
.4155,.198,.0885,.107,7,3,.46,.345,.12
.4215,.1895,.102,.111,6,3,.46,.345,.115
.474,.23,.1005,.12,7,3,.465,.355,.11
.5735,.311,.1025,.136,7,3,.475,.385,.11
.468,.201,.1115,.12,8,3,.475,.355,.105
.494,.218,.09,.1325,7,3,.5,.38,.11
.6005,.239,.142,.185,7,3,.505,.385,.12
.049,.0215,.01,.015,4,3,.22,.16,.05
.1055,.495,.019,.0315,5,3,.275,.205,.07
.1045,.0415,.022,.035,5,3,.29,.21,.06
.163,.0745,.033,.048,6,3,.33,.24,.075
.2275,.0955,.0475,.0715,6,3,.355,.285,.095
.219,.0925,.038,.075,6,3,.375,.29,.1
.3645,.1765,.0795,.095,8,3,.415,.315,.1
.3265,.1315,.077,.103,6,3,.425,.33,.115
.3515,.1625,.082,.094,7,3,.425,.34,.1
.3465,.1635,.08,.09,7,3,.43,.32,.1
.407,.209,.0735,.103,7,3,.44,.34,.1
.4215,.173,.0765,.113,7,3,.44,.335,.115
.3755,.1525,.058,.125,7,3,.46,.345,.11
.5335,.2645,.108,.1345,6,3,.46,.37,.12
.442,.2085,.0975,.1185,7,3,.465,.355,.105
.1315,.2025,.0875,.123,7,3,.475,.365,.1
.5205,.233,.119,.1455,7,3,.475,.375,.115
.5535,.266,.112,.157,8,3,.485,.375,.13
.5445,.279,.115,.13,8,3,.49,.375,.125
.512,.233,.1205,.136,7,3,.495,.38,.12
.583,.294,.132,.1605,8,3,.5,.39,.125
.5395,.2465,.1085,.167,8,3,.51,.395,.155
.625,.3095,.119,.1725,8,3,.51,.385,.15
.5925,.265,.1175,.168,9,3,.515,.4,.125
.633,.2985,.1295,.175,9,3,.52,.395,.135
.636,.294,.144,.1755,8,3,.55,.42,.13
.648,.2835,.133,.2105,8,3,.555,.425,.13
.0315,.0125,.005,.0105,3,3,.19,.14,.03
.04,.0135,.008,.0105,4,3,.21,.15,.045
.0635,.0275,.008,.02,4,3,.25,.175,.06
.0985,.0425,.021,.031,5,3,.29,.215,.065
.167,.0675,.0325,.0575,6,3,.335,.25,.08
.2015,.1005,.038,.053,6,3,.34,.245,.085
.183,.075,.0385,.06,6,3,.345,.255,.095
.187,.078,.0505,.058,7,3,.355,.255,.08
.1795,.074,.0315,.06,5,3,.36,.26,.08
.2065,.096,.0395,.058,7,3,.37,.275,.09
.3,.14,.0625,.0825,8,3,.375,.29,.14
.2295,.095,.0545,.066,7,3,.375,.275,.095
.343,.1705,.0735,.081,7,3,.385,.3,.125
.244,.1215,.0445,.068,8,3,.385,.285,.085
.3075,.149,.0535,.09,8,3,.395,.32,.1
.3415,.176,.0625,.0865,7,3,.4,.305,.1
.271,.0965,.061,.091,7,3,.405,.305,.1
.91,.416,.2075,.0995,8,3,.405,.31,.11
.268,.1145,.053,.085,7,3,.405,.305,.1
.2885,.138,.0635,.0765,6,3,.405,.3,.09
.3,.124,.0575,.1,8,3,.41,.315,.1
.326,.1325,.075,.101,8,3,.41,.325,.11
.358,.169,.067,.105,7,3,.415,.335,.1
.314,.1295,.0635,.1,8,3,.42,.325,.115
.4025,.1855,.083,.1015,8,3,.42,.315,.11
.3645,.159,.0855,.105,7,3,.43,.34,.11
.4235,.182,.0765,.14,9,3,.445,.36,.11
.3505,.1615,.0625,.1185,7,3,.45,.335,.095
.486,.261,.0655,.1315,8,3,.455,.34,.115
.471,.252,.077,.123,8,3,.46,.35,.1
.415,.187,.087,.11,8,3,.46,.345,.105
.5195,.279,.088,.1325,7,3,.475,.355,.115
.5215,.2215,.118,.16,8,3,.485,.38,.125
.4475,.1895,.0925,.2305,8,3,.485,.365,.14
.5585,.252,.126,.1615,10,3,.49,.365,.125
.596,.245,.097,.21,9,3,.505,.385,.125
.5385,.2645,.095,.165,9,3,.505,.38,.135
.7665,.3985,.14,.1805,8,3,.51,.385,.145
.531,.2415,.098,.1615,8,3,.515,.39,.11
.607,.2355,.125,.195,8,3,.525,.385,.13
.6445,.345,.1285,.2,8,3,.525,.4,.13
.6315,.3045,.114,.19,9,3,.525,.375,.12
.712,.3025,.152,.225,10,3,.55,.43,.145
.89,.4325,.171,.236,10,3,.55,.425,.145
.912,.495,.1805,.205,9,3,.55,.42,.155
.656,.257,.17,.203,10,3,.55,.425,.135
.936,.481,.174,.2435,9,3,.55,.465,.15
.6975,.262,.1575,.24,11,3,.555,.435,.145
.825,.402,.139,.245,10,3,.56,.44,.14
.72,.329,.103,.251,11,3,.56,.435,.135
.8215,.332,.1685,.29,11,3,.565,.43,.15
.8465,.339,.167,.295,10,3,.585,.46,.145
.6735,.2895,.1345,.22,9,3,.585,.42,.145
.0545,.0205,.016,.0155,5,3,.24,.17,.05
.0725,.0285,.017,.021,4,3,.255,.195,.055
.0925,.038,.021,.026,4,3,.275,.2,.055
.183,.098,.0335,.042,7,3,.32,.235,.09
.1525,.072,.0645,.043,6,3,.325,.24,.075
.187,.0945,.0395,.0425,7,3,.33,.225,.075
.232,.12,.0435,.056,8,3,.36,.27,.09
.196,.085,.042,.0585,5,3,.375,.265,.095
.2545,.119,.0595,.0675,6,3,.375,.285,.09
.2625,.117,.054,.077,7,3,.39,.29,.09
.362,.1575,.0795,.1095,7,3,.45,.335,.105
.4445,.213,.107,.1115,7,3,.455,.35,.105
.511,.2365,.118,.123,7,3,.46,.365,.115
.589,.3075,.1215,.1405,8,3,.495,.375,.12
.529,.2235,.123,.16,8,3,.5,.375,.12
.77,.424,.142,.1895,7,3,.52,.395,.145
.1245,.0505,.0265,.038,6,3,.31,.23,.07
.1285,.051,.028,.0405,4,3,.315,.235,.075
.181,.088,.034,.0495,5,3,.32,.205,.08
.1585,.075,.0305,.0455,6,3,.325,.25,.075
.1965,.0875,.041,.056,7,3,.335,.26,.09
.198,.0805,.0455,.058,5,3,.37,.28,.085
.1855,.07,.0425,.065,7,3,.37,.27,.09
.2145,.0855,.0485,.072,7,3,.375,.28,.085
.3245,.151,.073,.088,8,3,.4,.315,.09
.2625,.1,.0515,.09,6,3,.41,.305,.095
.371,.15,.0865,.115,8,3,.425,.34,.1
.298,.109,.058,.115,7,3,.435,.335,.095
.336,.1555,.09,.0855,7,3,.445,.31,.09
.447,.161,.087,.16,9,3,.46,.36,.14
.587,.264,.117,.174,8,3,.47,.385,.13
.494,.211,.109,.1545,8,3,.475,.375,.11
.614,.2855,.1365,.161,8,3,.495,.375,.12
.5075,.2115,.104,.1755,9,3,.5,.39,.13
.5445,.249,.1065,.152,8,3,.5,.37,.12
.6115,.245,.1375,.2,9,3,.505,.425,.125
.5605,.2255,.1435,.17,8,3,.505,.4,.125
.5775,.231,.143,.177,9,3,.51,.4,.145
.5935,.239,.13,.204,8,3,.51,.4,.125
.597,.2935,.1155,.16,8,3,.52,.4,.11
.616,.292,.113,.185,8,3,.53,.38,.125
.8155,.3675,.1365,.246,11,3,.54,.425,.13
.619,.2755,.15,.1765,10,3,.54,.415,.11
.7595,.358,.153,.2055,8,3,.545,.43,.13
.742,.3525,.158,.208,10,3,.545,.43,.15
.804,.34,.194,.244,8,3,.55,.435,.165
.664,.2695,.163,.21,8,3,.55,.425,.13
.728,.3355,.1435,.2175,8,3,.56,.43,.13
.777,.354,.173,.222,9,3,.56,.435,.13
.9895,.495,.195,.246,9,3,.575,.455,.16
.855,.3795,.187,.26,9,3,.585,.45,.135
.755,.334,.15,.238,9,3,.59,.46,.125
.9745,.4675,.207,.259,10,3,.59,.475,.145
.9205,.445,.2035,.253,9,3,.6,.445,.135
.9995,.425,.1985,.3,10,3,.605,.48,.155
1.0485,.507,.1955,.274,11,3,.61,.425,.155
1.1545,.5865,.2385,.2915,11,3,.61,.49,.16
1.2565,.5355,.322,.386,9,3,.67,.485,.175
.305,.14,.067,.0885,6,3,.32,.215,.095
.4295,.212,.108,.109,8,3,.43,.345,.115
.449,.254,.0825,.097,6,3,.43,.33,.1
.5745,.306,.112,.141,7,3,.5,.37,.115
.775,.368,.208,.2055,8,3,.535,.4,.135
.9845,.4525,.207,.2725,8,3,.595,.43,.165
.074,.0305,.0165,.02,4,3,.255,.185,.065
.2075,.09,.0415,.07,6,3,.375,.26,.08
.237,.106,.0395,.08,8,3,.375,.285,.09
.2665,.1105,.059,.084,7,3,.39,.3,.1
.215,.0845,.034,.079,8,3,.39,.28,.09
.253,.1155,.05,.075,6,3,.395,.3,.09
.309,.115,.0645,.0945,6,3,.42,.32,.11
.3535,.156,.05,.1135,7,3,.435,.335,.105
.335,.136,.065,.115,8,3,.435,.325,.105
.3875,.1755,.074,.12,9,3,.44,.32,.105
.365,.14,.0825,.1245,8,3,.45,.33,.115
.4045,.171,.07,.1345,8,3,.45,.34,.125
.372,.138,.0765,.135,9,3,.455,.355,.105
.3965,.1485,.0855,.1455,8,3,.46,.37,.11
.5225,.2265,.104,.162,8,3,.47,.375,.125
.456,.182,.099,.16,9,3,.475,.375,.11
.44,.177,.095,.15,7,3,.495,.33,.1
.507,.241,.103,.15,8,3,.495,.375,.115
.5285,.226,.123,.209,8,3,.5,.38,.135
